"Plot Title: 4.76"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9911877, SEN S/N: 9911877)","Coupler Attached (LGR S/N: 9911877)","Coupler Detached (LGR S/N: 9911877)","Host Connected (LGR S/N: 9911877)","End Of File (LGR S/N: 9911877)"
549,07/02/22 08:00:00 PM,25.222,,,,
550,07/02/22 08:30:00 PM,25.222,,,,
551,07/02/22 09:00:00 PM,25.222,,,,
552,07/02/22 09:30:00 PM,25.125,,,,
553,07/02/22 10:00:00 PM,25.125,,,,
554,07/02/22 10:30:00 PM,25.125,,,,
555,07/02/22 11:00:00 PM,25.125,,,,
556,07/02/22 11:30:00 PM,25.028,,,,
557,07/03/22 12:00:00 AM,25.028,,,,
558,07/03/22 12:30:00 AM,24.931,,,,
559,07/03/22 01:00:00 AM,24.931,,,,
560,07/03/22 01:30:00 AM,24.931,,,,
561,07/03/22 02:00:00 AM,24.931,,,,
562,07/03/22 02:30:00 AM,24.835,,,,
563,07/03/22 03:00:00 AM,24.738,,,,
564,07/03/22 03:30:00 AM,24.738,,,,
565,07/03/22 04:00:00 AM,24.738,,,,
566,07/03/22 04:30:00 AM,24.641,,,,
567,07/03/22 05:00:00 AM,24.641,,,,
568,07/03/22 05:30:00 AM,24.641,,,,
569,07/03/22 06:00:00 AM,24.641,,,,
570,07/03/22 06:30:00 AM,24.641,,,,
571,07/03/22 07:00:00 AM,24.641,,,,
572,07/03/22 07:30:00 AM,24.641,,,,
573,07/03/22 08:00:00 AM,24.641,,,,
574,07/03/22 08:30:00 AM,24.641,,,,
575,07/03/22 09:00:00 AM,24.738,,,,
576,07/03/22 09:30:00 AM,24.738,,,,
577,07/03/22 10:00:00 AM,24.738,,,,
578,07/03/22 10:30:00 AM,24.835,,,,
579,07/03/22 11:00:00 AM,24.931,,,,
580,07/03/22 11:30:00 AM,25.028,,,,
581,07/03/22 12:00:00 PM,25.028,,,,
582,07/03/22 12:30:00 PM,25.125,,,,
583,07/03/22 01:00:00 PM,25.222,,,,
584,07/03/22 01:30:00 PM,25.222,,,,
585,07/03/22 02:00:00 PM,25.319,,,,
586,07/03/22 02:30:00 PM,25.319,,,,
587,07/03/22 03:00:00 PM,25.319,,,,
588,07/03/22 03:30:00 PM,25.319,,,,
589,07/03/22 04:00:00 PM,25.416,,,,
590,07/03/22 04:30:00 PM,25.513,,,,
591,07/03/22 05:00:00 PM,25.513,,,,
592,07/03/22 05:30:00 PM,25.513,,,,
593,07/03/22 06:00:00 PM,25.416,,,,
594,07/03/22 06:30:00 PM,25.416,,,,
595,07/03/22 07:00:00 PM,25.319,,,,
596,07/03/22 07:30:00 PM,25.416,,,,
597,07/03/22 08:00:00 PM,25.319,,,,
598,07/03/22 08:30:00 PM,25.319,,,,
599,07/03/22 09:00:00 PM,25.319,,,,
600,07/03/22 09:30:00 PM,25.319,,,,
601,07/03/22 10:00:00 PM,25.319,,,,
602,07/03/22 10:30:00 PM,25.416,,,,
603,07/03/22 11:00:00 PM,25.416,,,,
604,07/03/22 11:30:00 PM,25.513,,,,
605,07/04/22 12:00:00 AM,25.610,,,,
606,07/04/22 12:30:00 AM,25.610,,,,
607,07/04/22 01:00:00 AM,25.610,,,,
608,07/04/22 01:30:00 AM,25.610,,,,
609,07/04/22 02:00:00 AM,25.708,,,,
610,07/04/22 02:30:00 AM,25.708,,,,
611,07/04/22 03:00:00 AM,25.708,,,,
612,07/04/22 03:30:00 AM,25.708,,,,
613,07/04/22 04:00:00 AM,25.805,,,,
614,07/04/22 04:30:00 AM,25.805,,,,
615,07/04/22 05:00:00 AM,25.805,,,,
616,07/04/22 05:30:00 AM,25.902,,,,
617,07/04/22 06:00:00 AM,25.805,,,,
618,07/04/22 06:30:00 AM,25.805,,,,
619,07/04/22 07:00:00 AM,25.805,,,,
620,07/04/22 07:30:00 AM,25.805,,,,
621,07/04/22 08:00:00 AM,25.805,,,,
622,07/04/22 08:30:00 AM,25.805,,,,
623,07/04/22 09:00:00 AM,25.805,,,,
624,07/04/22 09:30:00 AM,25.805,,,,
625,07/04/22 10:00:00 AM,25.805,,,,
626,07/04/22 10:30:00 AM,25.805,,,,
627,07/04/22 11:00:00 AM,25.805,,,,
628,07/04/22 11:30:00 AM,25.805,,,,
629,07/04/22 12:00:00 PM,25.805,,,,
630,07/04/22 12:30:00 PM,25.805,,,,
631,07/04/22 01:00:00 PM,25.708,,,,
632,07/04/22 01:30:00 PM,25.708,,,,
633,07/04/22 02:00:00 PM,25.708,,,,
634,07/04/22 02:30:00 PM,25.708,,,,
635,07/04/22 03:00:00 PM,25.708,,,,
636,07/04/22 03:30:00 PM,25.708,,,,
637,07/04/22 04:00:00 PM,25.708,,,,
638,07/04/22 04:30:00 PM,25.708,,,,
639,07/04/22 05:00:00 PM,25.708,,,,
640,07/04/22 05:30:00 PM,25.708,,,,
641,07/04/22 06:00:00 PM,25.708,,,,
642,07/04/22 06:30:00 PM,25.708,,,,
643,07/04/22 07:00:00 PM,25.708,,,,
644,07/04/22 07:30:00 PM,25.708,,,,
645,07/04/22 08:00:00 PM,25.708,,,,
646,07/04/22 08:30:00 PM,25.708,,,,
647,07/04/22 09:00:00 PM,25.708,,,,
648,07/04/22 09:30:00 PM,25.708,,,,
649,07/04/22 10:00:00 PM,25.708,,,,
650,07/04/22 10:30:00 PM,25.708,,,,
651,07/04/22 11:00:00 PM,25.708,,,,
652,07/04/22 11:30:00 PM,25.708,,,,
653,07/05/22 12:00:00 AM,25.708,,,,
654,07/05/22 12:30:00 AM,25.708,,,,
655,07/05/22 01:00:00 AM,25.708,,,,
656,07/05/22 01:30:00 AM,25.708,,,,
657,07/05/22 02:00:00 AM,25.708,,,,
658,07/05/22 02:30:00 AM,25.708,,,,
659,07/05/22 03:00:00 AM,25.708,,,,
660,07/05/22 03:30:00 AM,25.610,,,,
661,07/05/22 04:00:00 AM,25.610,,,,
662,07/05/22 04:30:00 AM,25.610,,,,
663,07/05/22 05:00:00 AM,25.610,,,,
664,07/05/22 05:30:00 AM,25.610,,,,
665,07/05/22 06:00:00 AM,25.513,,,,
666,07/05/22 06:30:00 AM,25.513,,,,
667,07/05/22 07:00:00 AM,25.610,,,,
668,07/05/22 07:30:00 AM,25.610,,,,
669,07/05/22 08:00:00 AM,25.610,,,,
670,07/05/22 08:30:00 AM,25.610,,,,
671,07/05/22 09:00:00 AM,25.610,,,,
672,07/05/22 09:30:00 AM,25.610,,,,
673,07/05/22 10:00:00 AM,25.610,,,,
674,07/05/22 10:30:00 AM,25.708,,,,
675,07/05/22 11:00:00 AM,25.708,,,,
676,07/05/22 11:30:00 AM,25.610,,,,
677,07/05/22 12:00:00 PM,25.610,,,,
678,07/05/22 12:30:00 PM,25.610,,,,
679,07/05/22 01:00:00 PM,25.610,,,,
680,07/05/22 01:30:00 PM,25.610,,,,
681,07/05/22 02:00:00 PM,25.805,,,,
682,07/05/22 02:30:00 PM,25.902,,,,
683,07/05/22 03:00:00 PM,26.097,,,,
684,07/05/22 03:30:00 PM,26.195,,,,
685,07/05/22 04:00:00 PM,26.488,,,,
686,07/05/22 04:30:00 PM,26.585,,,,
687,07/05/22 05:00:00 PM,26.977,,,,
688,07/05/22 05:30:00 PM,27.075,,,,
689,07/05/22 06:00:00 PM,27.272,,,,
690,07/05/22 06:30:00 PM,27.272,,,,
691,07/05/22 07:00:00 PM,27.370,,,,
692,07/05/22 07:30:00 PM,27.370,,,,
693,07/05/22 08:00:00 PM,27.567,,,,
694,07/05/22 08:30:00 PM,27.468,,,,
695,07/05/22 09:00:00 PM,27.468,,,,
696,07/05/22 09:30:00 PM,27.468,,,,
697,07/05/22 10:00:00 PM,27.272,,,,
698,07/05/22 10:30:00 PM,27.075,,,,
699,07/05/22 11:00:00 PM,26.879,,,,
700,07/05/22 11:30:00 PM,26.683,,,,
701,07/06/22 12:00:00 AM,26.488,,,,
702,07/06/22 12:30:00 AM,26.292,,,,
703,07/06/22 01:00:00 AM,26.195,,,,
704,07/06/22 01:30:00 AM,26.097,,,,
705,07/06/22 02:00:00 AM,26.000,,,,
706,07/06/22 02:30:00 AM,26.000,,,,
707,07/06/22 03:00:00 AM,26.000,,,,
708,07/06/22 03:30:00 AM,26.195,,,,
709,07/06/22 04:00:00 AM,26.488,,,,
710,07/06/22 04:30:00 AM,26.781,,,,
711,07/06/22 05:00:00 AM,26.781,,,,
712,07/06/22 05:30:00 AM,26.781,,,,
713,07/06/22 06:00:00 AM,26.683,,,,
714,07/06/22 06:30:00 AM,26.683,,,,
715,07/06/22 07:00:00 AM,26.683,,,,
716,07/06/22 07:30:00 AM,26.683,,,,
717,07/06/22 08:00:00 AM,26.683,,,,
718,07/06/22 08:30:00 AM,26.683,,,,
719,07/06/22 09:00:00 AM,26.683,,,,
720,07/06/22 09:30:00 AM,26.683,,,,
721,07/06/22 10:00:00 AM,26.683,,,,
722,07/06/22 10:30:00 AM,26.683,,,,
723,07/06/22 11:00:00 AM,26.781,,,,
724,07/06/22 11:30:00 AM,26.585,,,,
725,07/06/22 12:00:00 PM,26.585,,,,
726,07/06/22 12:30:00 PM,26.585,,,,
727,07/06/22 01:00:00 PM,26.781,,,,
728,07/06/22 01:30:00 PM,26.683,,,,
729,07/06/22 02:00:00 PM,26.683,,,,
730,07/06/22 02:30:00 PM,26.781,,,,
731,07/06/22 03:00:00 PM,26.781,,,,
732,07/06/22 03:30:00 PM,26.879,,,,
733,07/06/22 04:00:00 PM,26.977,,,,
734,07/06/22 04:30:00 PM,26.977,,,,
735,07/06/22 05:00:00 PM,27.075,,,,
736,07/06/22 05:30:00 PM,27.272,,,,
737,07/06/22 06:00:00 PM,27.272,,,,
738,07/06/22 06:30:00 PM,27.370,,,,
739,07/06/22 07:00:00 PM,27.272,,,,
740,07/06/22 07:30:00 PM,27.370,,,,
741,07/06/22 08:00:00 PM,27.272,,,,
742,07/06/22 08:30:00 PM,27.272,,,,
743,07/06/22 09:00:00 PM,27.272,,,,
744,07/06/22 09:30:00 PM,27.173,,,,
745,07/06/22 10:00:00 PM,27.173,,,,
746,07/06/22 10:30:00 PM,27.075,,,,
747,07/06/22 11:00:00 PM,27.075,,,,
748,07/06/22 11:30:00 PM,26.977,,,,
749,07/07/22 12:00:00 AM,26.977,,,,
750,07/07/22 12:30:00 AM,26.977,,,,
751,07/07/22 01:00:00 AM,26.879,,,,
752,07/07/22 01:30:00 AM,26.879,,,,
753,07/07/22 02:00:00 AM,26.781,,,,
754,07/07/22 02:30:00 AM,26.781,,,,
755,07/07/22 03:00:00 AM,26.683,,,,
756,07/07/22 03:30:00 AM,26.683,,,,
757,07/07/22 04:00:00 AM,26.683,,,,
758,07/07/22 04:30:00 AM,26.585,,,,
759,07/07/22 05:00:00 AM,26.585,,,,
760,07/07/22 05:30:00 AM,26.488,,,,
761,07/07/22 06:00:00 AM,26.488,,,,
762,07/07/22 06:30:00 AM,26.488,,,,
763,07/07/22 07:00:00 AM,26.488,,,,
764,07/07/22 07:30:00 AM,26.488,,,,
765,07/07/22 08:00:00 AM,26.488,,,,
766,07/07/22 08:30:00 AM,26.488,,,,
767,07/07/22 09:00:00 AM,26.488,,,,
768,07/07/22 09:30:00 AM,26.390,,,,
769,07/07/22 10:00:00 AM,26.488,,,,
770,07/07/22 10:30:00 AM,26.390,,,,
771,07/07/22 11:00:00 AM,26.390,,,,
772,07/07/22 11:30:00 AM,26.488,,,,
773,07/07/22 12:00:00 PM,26.390,,,,
774,07/07/22 12:30:00 PM,26.390,,,,
775,07/07/22 01:00:00 PM,26.390,,,,
776,07/07/22 01:30:00 PM,26.488,,,,
777,07/07/22 02:00:00 PM,26.390,,,,
778,07/07/22 02:30:00 PM,26.390,,,,
779,07/07/22 03:00:00 PM,26.390,,,,
780,07/07/22 03:30:00 PM,26.390,,,,
781,07/07/22 04:00:00 PM,26.390,,,,
782,07/07/22 04:30:00 PM,26.390,,,,
783,07/07/22 05:00:00 PM,26.488,,,,
784,07/07/22 05:30:00 PM,26.585,,,,
785,07/07/22 06:00:00 PM,26.683,,,,
786,07/07/22 06:30:00 PM,26.879,,,,
787,07/07/22 07:00:00 PM,27.075,,,,
788,07/07/22 07:30:00 PM,27.272,,,,
789,07/07/22 08:00:00 PM,27.468,,,,
790,07/07/22 08:30:00 PM,27.665,,,,
791,07/07/22 09:00:00 PM,27.862,,,,
792,07/07/22 09:30:00 PM,27.764,,,,
793,07/07/22 10:00:00 PM,27.468,,,,
794,07/07/22 10:30:00 PM,27.173,,,,
795,07/07/22 11:00:00 PM,26.977,,,,
796,07/07/22 11:30:00 PM,26.781,,,,
797,07/08/22 12:00:00 AM,26.683,,,,
798,07/08/22 12:30:00 AM,26.585,,,,
799,07/08/22 01:00:00 AM,26.488,,,,
800,07/08/22 01:30:00 AM,26.488,,,,
801,07/08/22 02:00:00 AM,26.488,,,,
802,07/08/22 02:30:00 AM,26.390,,,,
803,07/08/22 03:00:00 AM,26.390,,,,
804,07/08/22 03:30:00 AM,26.390,,,,
805,07/08/22 04:00:00 AM,26.390,,,,
806,07/08/22 04:30:00 AM,26.390,,,,
807,07/08/22 05:00:00 AM,26.390,,,,
808,07/08/22 05:30:00 AM,26.488,,,,
809,07/08/22 06:00:00 AM,26.488,,,,
810,07/08/22 06:30:00 AM,26.585,,,,
811,07/08/22 07:00:00 AM,26.585,,,,
812,07/08/22 07:30:00 AM,26.683,,,,
813,07/08/22 08:00:00 AM,26.781,,,,
814,07/08/22 08:30:00 AM,26.977,,,,
815,07/08/22 09:00:00 AM,27.272,,,,
816,07/08/22 09:30:00 AM,27.272,,,,
817,07/08/22 10:00:00 AM,27.173,,,,
818,07/08/22 10:30:00 AM,27.173,,,,
819,07/08/22 11:00:00 AM,27.075,,,,
820,07/08/22 11:30:00 AM,27.075,,,,
821,07/08/22 12:00:00 PM,27.075,,,,
822,07/08/22 12:30:00 PM,27.173,,,,
823,07/08/22 01:00:00 PM,27.173,,,,
824,07/08/22 01:30:00 PM,27.173,,,,
825,07/08/22 02:00:00 PM,27.173,,,,
826,07/08/22 02:30:00 PM,25.319,,,,
827,07/08/22 02:31:49 PM,,Logged,,,
828,07/08/22 02:31:55 PM,,,Logged,,
829,07/08/22 02:32:03 PM,,Logged,,,
830,07/08/22 02:32:10 PM,,,,Logged,
831,07/08/22 02:32:18 PM,,,,Logged,
832,07/08/22 02:32:25 PM,,,Logged,,
833,07/08/22 02:33:18 PM,,Logged,,,
834,07/08/22 02:33:29 PM,,,,Logged,Logged
